<U>2, so I can bring my family<C><U>Are there any good movies in Spring Hills, Kansas this afternoon?<A>What kind of movie are you looking for?<U>Something for my family.<PN>find_movies<PAN>description.other<PAV>good movies<PAN>location<PAV>Spring Hills, Kansas<PR>find_movies<PRAN>name.movie<PRAV>Family Jewels<PRAV>Not My Problem<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>romantic comedy<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>rated 69% on Rotten Tomatoes<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>comedy<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>rated 72% approval on Rotten Tomatoes<A>Okay, Family Jewels is an romantic comedy movie rated 69% on Rotten Tomatoes and Not My Problem is a comedy movie that is rated 72% approval on Rotten Tomatoes<U>What is Family Jewels about?<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>A famous diamond dealer leaves his European life in Antwerp to pursue a less than genuine romance with an American con artist-<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Melissa McCarthy<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Ryan Reynolds<A>A famous diamond dealer leaves his European life in Antwerp to pursue a less than genuine romance with an American con artist- Stars Melissa McCarthy and Ryan Reynolds.<U>What is Not My Problem about?<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>A troubled teen tries to convince his depressed elderly neighbor that things are not what they seem<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Matt Damon<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Noah Schnapp<A>A troubled teen tries to convince his depressed elderly neighbor that things are not what they seem. - Stars Matt Damon and Noah Schnapp.<U>I'd like to see Family Jewels<PN>find_theaters<PAN>location<PAV>Spring Hills, Kansas<PAN>name.movie<PAV>Family Jewels<PR>find_theaters<PRAN>name.theater<PRAV>AMC Holiday Theater<A>Ok, it is showing at the AMC Holiday Theater<U>Perfect<PN>find_showtimes<PAN>name.movie<PAV>Family Jewels<PAN>name.theater<PAV>AMC Holiday Theater<PAN>date.showing<PAV>today<PAN>time.preference<PAV>this afternoon<PR>find_showtimes<PRAN>time.showing<PRAV>2<PRAV>5<PRAV>8:10 pm<A>It's showing at 2, 5 and 8:10 pm. What time do you prefer?	[A]How many tickets do you need?	dlg-3c092ed8-7551-4e3d-81ad-7836d79ed716
<U>Oh that's too bad.<C><U>Hi! I want to go to the movies today with my sister. Can you help me get 2 tickets?<A>Surely, I can help. What movie do you want to see?<U>I want to see Shazam.<A>What location are you in?<U>I'm in Harrisburg, PA.<PN>find_theaters<PAN>location<PAV>Harrisburg, PA<PAN>name.movie<PAV>Shazam<PR>find_theaters<PRAN>name.theater<PRAV>empty<A>I'm sorry I don't see that playing in Harrisburg,PA. What other movie do you want to see?<U>We would like to see Spiderman Far From Home.<A>Which movie theater are you looking at going to?<U>Regal Harrisburg or Flagship Cinemas Palmyra would be great.<A>What time would you like to attend?<U>I would like to go at 8:00 PM or 7:00 PM.<A>I will check for you those times and places.<U>Thanks so much.<PN>find_showtimes<PAN>name.movie<PAV>Spiderman Far From Home<PAN>name.theater<PAV>Regal Harrisburg<PAN>date.showing<PAV>today<PAN>time.preference<PAV>8:00 PM or 7:00 PM<PR>find_showtimes<PRAN>time.showing<PRAV>empty<PN>find_showtimes<PAN>name.movie<PAV>Spiderman Far From Home<PAN>name.theater<PAV>Flagship Cinemas Palmyra<PAN>date.showing<PAV>today<PAN>time.preference<PAV>8:00 PM or 7:00 PM<PR>find_showtimes<PRAN>time.showing<PRAV>empty<A>I'm very sorry, but those times and places don't have Spiderman playing.	[A]Can I check for another movie perhaps?	dlg-3e25dcf9-b547-400c-a264-7584842c0888
<PR>get_movie_attribute<PRAN>review.critic<PRAV>rated at 61%<C><U>I need to purchase some movie tickets<A>No problem, I can help with that<U>Great.<A>Where are you located?<U>I'm in Spring Hills Kansas<A>Do you know what movie you would like to see?<U>I'm not sure. What is the Rotten Tomatoes rating for Backcountry?<PN>get_movie_attribute<PAN>name.movie<PAV>Backcountry<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>91% on Rotten Tomatoes<A>Backcountry is rated 91% on Rotten Tomatoes.<U>Thanks. And what's the rating for Shuttered?<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>review.critic	[A]Shuttered is rated at 61%	dlg-482fe526-6de6-4ece-80a2-2f99843a53b4
<U>1:00pm.<C><U>Hi!<A>Hello, what can I help you with today?<U>I'd like some tickets.<A>Okay, what for?<U>1917<A>Mhmm, where at?<U>AMC Columbus Theater.<A>What time?	[A]What type of screening experience?	dlg-b272c072-df11-475a-8318-bb75213e477f
<PR>find_theaters<PRAN>name.theater<PRAV>AMC Holiday<C><U>hai<A>hello how can i help you<U>not my problem which theaters and show times<PN>find_theaters<PAN>name.movie<PAV>not my problem<PAN>location<PAV>nearby	[PN]find_showtimes[PAN]name.movie[PAV]not my problem[PAN]name.theater[PAV]AMC Holiday[PAN]date.showing[PAV]today[PAN]time.preference[PAV]any	dlg-52c7459d-a8eb-46e5-b808-a544dbc179e7
<U>the 5.00 pm one<C><U>i need to to the movies tonight<A>OK. And where will you be seeing the movie?<U>any theater around me<A>OK. Can you give me the city and state?<U>Creek's End ,Oregon<A>Creek’s End, Oregon. Got it. Is there a particular movie you have in mind?<U>James Bond<A>Ok. I think you are talking about No Time To Die. Does that sound right?<U>yes,No Time To Die was the one in mind<PN>find_theaters<PAN>name.movie<PAV>No Time To Die<PAN>location<PAV>Creek’s End, Oregon<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>AMC Mercado 24<A>I think action movies are always a great choice. In Creek’s End, Oregon, I see that No Time To Die is showing in two theaters: AMC Mountain 16 and AMC Mercado 24.<U>i prefer the second theater<PN>find_showtimes<PAN>name.movie<PAV>No Time To Die<PAN>name.theater<PAV>AMC Mercado 24<PR>find_showtimes<PRAN>time.showing<PRAV>5:00pm<PRAV>7:10pm<PRAV>9:45pm<A>OK, No Time To Die it is.<U>what time is show time?<A>It looks like tonight’s remaining showtimes for No Time To Die at AMC Mercado 24 are 5:00pm, 7:10pm, and 9:45pm. Which is best for you?	[A]OK, so you'd like 5:00pm. And how many tickets?	dlg-e24995d7-72a4-471a-a356-ff76475ff258
<U>What times are up?<C><U>I’d love to go see a movie this night.<A>OK. And where will you be seeing the movie?<U>Somewhere near me is good.<A>OK. Can you give me the city and state?<U>I’m near Creek’s End, Oregon.<PN>resolve_location<PAN>location<PAV>Creek’s End, Oregon<PR>resolve_location<PRAN>location<PRAV>Creek’s End, Oregon<A>Creek’s End, Oregon. Got it. Is there a particular movie you have in mind?<U>How about the James Bond movie I’ve been hearing about?<PN>resolve_movie<PAN>name.movie<PAV>the James Bond movie<PR>resolve_movie<PRAN>name.movie<PRAV>No Time To Die<A>Ok. I think you are talking about No Time To Die. Does that sound right?<U>Yes, No Time to Die is what I meant!<PN>find_theaters<PAN>name.movie<PAV>No Time To Die<PAN>location<PAV>Creek’s End, Oregon<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>AMC Mercado 24<A>I think action movies are always a great choice. In Creek’s End, Oregon, I see that No Time To Die is showing in two theaters: AMC Mountain 16 and AMC Mercado 24.<U>Can we do the second time?<PN>find_showtimes<PAN>name.movie<PAV>No Time To Die<PAN>date.showing<PAV>tonight<PAN>name.theater<PAV>AMC Mercado 24<PR>find_showtimes<PRAN>time.showing<PRAV>5:00pm<PRAV>7:10pm<PRAV>9:45pm<A>OK, AMC Mercado 24 it is.	[A]It looks like tonight’s remaining showtimes for No Time To Die at AMC Mercado 24 are 5:00pm, 7:10pm, and 9:45pm. Which is best for you?	dlg-b7a12ea9-4751-485c-aa40-bd801a1a55c1
<PR>get_movie_attribute<PRAN>name.genre<PRAV>romantic comedy<C><U>Yes, I want to buy some movie tickets but I have some questions first.<A>No problem. May I have your location, please?<U>I'm in Spring Hills, Kansas.<PN>find_theaters<PAN>location<PAV>Spring Hills, Kansas<PR>find_theaters<PRAN>name.theater<PRAV>AMC Holiday Theater<PRAV>Cinemark Downtown<A>I see two movie theaters there, the AMC Holiday Theater and the Cinemark Downtown. Do you have a favorite?<U>No, I like both theaters.<A>That's good. What questions can I help you with?<U>Can you tell me the summary for that Matt Damon movie?<PN>find_movies<PAN>name.person<PAV>Matt Damon<PAN>location<PAV>Spring Hills, Kansas<PR>find_movies<PRAN>name.movie<PRAV>'Not My Problem'<PN>get_movie_attribute<PAN>name.movie<PAV>'Not My Problem'<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>comedy<PN>get_movie_attribute<PAN>name.movie<PAV>'Not My Problem'<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Noah Schnapp<PN>get_movie_attribute<PAN>name.movie<PAV>'Not My Problem'<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>A troubled teen tries to convince his depressed elderly neighbor that things are not what they seem<PN>get_movie_attribute<PAN>name.movie<PAV>'Not My Problem'<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>'Not My Problem'<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes score of 72%<A>Certainly. 'Not My Problem' is a comedy starring Matt Damon and Noah Schnapp. A troubled teen tries to convince his depressed elderly neighbor that things are not what they seem. It's rated PG-13 and has a Rotten Tomatoes score of 72%.<U>Okay. Can you tell me about the new Ryan Reynolds movie?<PN>find_movies<PAN>name.person<PAV>Ryan Reynolds<PAN>location<PAV>Spring Hills, Kansas<PR>find_movies<PRAN>name.movie<PRAV>'Family Jewels'<PN>get_movie_attribute<PAN>name.movie<PAV>'Family Jewels'<PAN>attribute<PAV>name.genre	[PN]get_movie_attribute[PAN]name.movie[PAV]'Family Jewels'[PAN]attribute[PAV]name.person	dlg-9ac3e882-add9-41fb-89d7-a1e62b70aea8
<U>For this, just standard.<C><U>My friend was telling me about this new movie but I can't remember the name of it?<A>Do you remember what it was about?<U>I think he said that it was a mystery movie.<A>Let me see, do you recall any actors in the film?<U>Yes, Daniel Craig I believe.<PN>find_movies<PAN>name.genre<PAV>mystery<PAN>name.person<PAV>Daniel Craig<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Knives Out<PN>get_movie_attribute<PAN>name.movie<PAV>Knives Out<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>In this movie, a detective investigates the death of a patriarch of an eccentric, combative family<A>Could it be Knives Out? In this movie, a detective investigates the death of a patriarch of an eccentric, combative family.<U>Yes! That is the one!<A>Would you like me to find showtimes for you?<U>Yes. I'd like to go tonight. A later showing if possible. Less kids and teens.<PN>find_showtimes<PAN>name.movie<PAV>Knives Out<PAN>date.showing<PAV>tonight<PAN>time.preference<PAV>later showing<PR>find_showtimes<PRAN>time.showing<PRAV>9 PM<A>There are several theaters showing the film at 9 PM, do you have a preference?<U>Yes, the AMC, as it the cheapest of the bunch.<A>How many tickets would you like?<U>2, date night.<A>Okay, and standard or IMAX?	[A]Okay, so two tickets for Knives Out at 9 PM, at the nearest AMC.	dlg-833a0299-2101-4feb-bb10-73a80de714f9
<U>That’s right.<C><U>Hi! may I have a help to know the movie name that has a lion and it is a fantacy story.<PN>resolve_movie<PAN>name.movie<PAV>fantasy about lion<PR>resolve_movie<PRAN>name.movie<PRAV>The Lion King.<A>Happy to help! Let me just confirm that the movie you're talking about is The Lion King.. Is that right?	[PN]find_theaters[PAN]name.movie[PAV]The Lion King.[PAN]location[PAV]California and Quinta	dlg-a8937328-4d4d-4b18-8a1e-57b6931bdd1c
"<U>Well no, their seems a mistake.<C><U>I am interested in watching a good movie, can you help me?<A>Sure, please tell me the genres of the movie?<U>I would like to know if you have any thriller or suspense movie?<A>Okay, let me check . Do you have any favorite actor or actress, whose movie you are interested in watching?<U>No just any good thriller movie.<PN>find_movies<PAN>name.genre<PAV>thriller<PAN>description.other<PAV>good<PR>find_movies<PRAN>name.movie<PRAV>""Gretel & Hansel""<PRAV>""The Rhythm Section""<A>Well i have ""Gretel & Hansel"" and ""The Rhythm Section"" they recently arrived.<U>Well just book me the best story line in theater near me. Maybe Gretel and Hansel.<A>Which theater?<U>Well i searched for the close one and it's Loews and AMC. So i will go for Loews.<A>Okay, at what time?<U>At 9 PM for 3 people.<A>Okay, let me proceed with your booking.<U>Please make sure the booking is for two adults and one child.<A>Thanks for elaborating. I definitely will keep that in mind.<U>Okay, thanks!<A>So the booking is done for ""The Rhythm section"" at AMC Theater."	"[PN]book_tickets[PAN]name.movie[PAV]""The Rhythm Section""[PAN]name.theater[PAV]AMC Theater[PAN]num.tickets[PAV]3[PAN]time.showing[PAV]9 PM[PAN]date.showing[PAV]today[PAN]seating[PAV]any"	dlg-cf883a09-f6c3-4137-8056-de76a93c58c6
<U>Try the 4:30 pm slot<C><U>I want to order two movie tickets for the petoskey cinema.<A>What movie would you like to order tickets to?<U>Star Wars: Episode IX - The Rise of Skywalker<A>Is there a prefered time?<U>7:00 Pm<PN>check_tickets<PAN>name.movie<PAV>Star Wars: Episode IX - The Rise of Skywalker<PAN>name.theater<PAV>petoskey cinema<PAN>num.tickets<PAV>two<PAN>time.preference<PAV>7:00 Pm<PAN>date.showing<PAV>today<PAN>seating<PAV>any<PR>check_tickets<PRAN>status<PRAV>unavailable<A>Checking there are no available tickets for this time slot do you have another time?<U>4:30 pm<PN>check_tickets<PAN>name.movie<PAV>Star Wars: Episode IX - The Rise of Skywalker<PAN>name.theater<PAV>petoskey cinema<PAN>num.tickets<PAV>two<PAN>time.preference<PAV>4:30 pm<PAN>date.showing<PAV>today<PAN>seating<PAV>any<PR>check_tickets<PRAN>status<PRAV>unavailable<A>Checking again these tickets are sold out for your choice of theatre. Is there another movie?<U>Jumanji: The Next Level<A>What time would you prefer?<U>Try the 7 pm show<PN>check_tickets<PAN>name.movie<PAV>Jumanji: The Next Level<PAN>name.theater<PAV>petoskey cinema<PAN>num.tickets<PAV>two<PAN>time.preference<PAV>7 pm<PAN>date.showing<PAV>today<PAN>seating<PAV>any<PR>check_tickets<PRAN>status<PRAV>unavailable<A>I see there is one ticket available for this time would you like me to book.<U>No I need two tickets<A>Is there another time	[A]Is this for two tickets as well	dlg-74fdaa03-a937-4553-9c74-61b773d53336
<U>Yes<C><U>Find movies in lands end montana<A>Okay looking for theaters near you, which would you like to see showtimes?<U>Legacy Monument family 12<PN>find_showtimes<PAN>name.movie<PAV>Sam’s delight<PAN>name.theater<PAV>Legacy Monument family 12<PAN>date.showing<PAV>today<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>4:00pm<PRAV>6:10pm<PRAV>8:30pm<PRAV>10:40pm<PN>find_showtimes<PAN>name.movie<PAV>Far From You<PAN>name.theater<PAV>Legacy Monument family 12<PAN>date.showing<PAV>today<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>8:40pm<PRAV>10:40pm<A>Here are the showtimes for movies Sam’s delight = 4:00pm 6:10pm 8:30pm 10:40pmShowtimes for Far From You = 8:40pm and 10:40pm<U>Are these showtimes for today?<A>Yes these are todays showtimes, shall i pick another day?<U>No, I want to see Sams Delight<A>Great, what time would you like to check<U>4pm<A>Okay, would you like to hear what else is playing at 4pm?<U>Yes<A>There are no other movies at 4pm, should i continue with your purchase?<U>Yes<A>Okay how many tickets<U>2 tickets for my wife and I<A>Okay, 2 tickets for sams Delight at 4pm is this correct<U>Yes that is correct<A>Would you like to purchase using your mobile wallet?	[PN]book_tickets[PAN]name.movie[PAV]Sam’s delight[PAN]name.theater[PAV]Legacy Monument family 12[PAN]num.tickets[PAV]2[PAN]time.showing[PAV]4:00pm[PAN]date.showing[PAV]todays[PAN]seating[PAV]any	dlg-9497aba5-751d-4183-afa5-06cc110b2f0e
<U>Hi, I'm looking for some information about that new Robert Downey Jr. film. I want to see if it's playing here in Brooklyn, Ny.	[PN]resolve_movie[PAN]name.movie[PAV]The Robert Downey Jr. film.	dlg-28306f12-ffc5-4897-8357-840d8f2777cf
<U>I like action movies the bet.<C><U>I'd like to buy some movie tickets for tonight.<A>OK. Can you tell me the city and state where the theater is located?<U>I'm really excited to get out tonight and see a movie.<A>Great. Can you tell me the city and state where you plan to see the movie?<U>Santa Barbara, California<A>Got it. Are you interested in a particular movie?<U>There are several theaters in town so I'm not really sure.<A>OK. Is there a movie you have in mind?	[PN]find_theaters[PAN]location[PAV]Santa Barbara, California	dlg-ff99f7d2-8b37-4a45-8bc5-06d3d3bc7c27
<U>What is Backcountry about?<C><U>I am in Spring Hills Kansas, what theaters are around here?<PN>find_theaters<PAN>location<PAV>Spring Hills Kansas<PR>find_theaters<PRAN>name.theater<PRAV>AMC Holiday Theater<PRAV>Cinemark Downtown<A>AMC Holiday Theater and Cinemark Downtown.<U>Ok, Cinemark is closer to shopping that I would want to go to after the movie.<A>Would you like an earlier time?<U>Yes, what movies are playing around 1 or 4?<PN>find_movies<PAN>location<PAV>Spring Hills Kansas<PAN>name.theater<PAV>Cinemark Downtown<PR>find_movies<PRAN>name.movie<PRAV>Beyond the Storm<PRAV>Backcountry<PN>find_showtimes<PAN>name.movie<PAV>Beyond the Storm<PAN>name.theater<PAV>Cinemark Downtown<PAN>date.showing<PAV>today<PAN>time.preference<PAV>around 1<PR>find_showtimes<PRAN>time.showing<PRAV>around 1:30<PN>find_showtimes<PAN>name.movie<PAV>Backcountry<PAN>name.theater<PAV>Cinemark Downtown<PAN>date.showing<PAV>today<PAN>time.preference<PAV>earlier<PR>find_showtimes<PRAN>time.showing<PRAV>4:10<A>Beyond the Storm is playing around 1:30, Backcountry is playing at 4:10.	[PN]get_movie_attribute[PAN]name.movie[PAV]Backcountry[PAN]attribute[PAV]description.plot	dlg-87651940-4e90-4309-b5b7-f0c911b07fa7
<U>I live in Spring Hills Kansas<C><U>Hello. I would like to book some movie tickets please.<A>I would be happy to help. What day are you going to the movies?<U>It will be tonight.<A>And how many people will be going?<U>Just myself and my boyfriend, so 2.<A>What is your location?	[PN]find_theaters[PAN]location[PAV]Spring Hills Kansas	dlg-499942d6-9e7f-4447-aca5-4acdb8275f06
<U>Yes, that's correct.<C><U>I'd like to buy some movie tickets at AMC Mountain 16.<A>No problem. Is there a particular type of movie you’re looking for?<U>Action please<A>Sure. I can help with that. Let me check listings at AMC Mercado 24.<U>No, I want AMC Mountain 16.<A>Oh, sorry about that. So you’re interested in action films at AMC Mountain 16, right?	[PN]find_movies[PAN]name.genre[PAV]action[PAN]name.theater[PAV]AMC Mountain 16	dlg-f960012e-7b34-49ab-9816-1ab7fbecf114
<PR>get_movie_attribute<PRAN>review.critic<PRAV>0.43<C><U>When does A Beautiful Day in the Neighborhood open<A>This Thursday, November 21<U>Excellent. What other movies open that day?<PN>find_movies<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Frozen 2<PRAV>21 Bridges<A>There's Frozen 2 and 21 Bridges<U>I should probably save Frozen 2 to see with my niece. Who's in 21 Bridges?<PN>get_movie_attribute<PAN>name.movie<PAV>21 Bridges<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Chadwick Bozeman<PN>get_movie_attribute<PAN>name.movie<PAV>21 Bridges<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>JK Simmons<A>Chadwick Bozeman and JK Simmons<U>That seems a bit heavy for the holidays. What's the rotten tomatoes score?<PN>get_movie_attribute<PAN>name.movie<PAV>21 Bridges<PAN>attribute<PAV>review.critic	[A]0.43	dlg-2208de1b-012c-4267-88ae-575bb2b959d9
<U>Hello	[A]Hello. How are you?	dlg-d0a823e1-055e-4c06-8d47-1a910f4362c7
<U>Thank you.<C><U>What is that movie that has Ryan Reynolds in it?<A>You might be talking about Family Jewels.<U>What is that movie about?<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>A famous diamond dealer leaves his European life in Antwerp to pursue a less than genuine romance with an American con artist<A>A famous diamond dealer leaves his European life in Antwerp to pursue a less than genuine romance with an American con artist<U>That might be the movie I am thinking of. What is the movie about the elderly person and his young neighbor?<A>Not My Problem?<U>Who is in that?<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Matt Damon<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Noah Schnapp<A>Matt Damon and Noah Schnapp.<U>Ok, is that movie playing anywhere near me?<A>Are you in Spring Hills, Kansas currently?<U>Yes.<PN>find_showtimes<PAN>name.movie<PAV>Not My Problem<PAN>name.theater<PAV>AMC Holiday Theater<PAN>date.showing<PAV>today<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>1pm<PRAV>3:55pm<PRAV>7pm<PRAV>10:05pm<A>It is playing at AMC Holiday Theater at 1pm, 3:55pm, 7pm, and 10:05pm all week long.<U>Can I purchase tickets for the 3:55 time for today?<A>Sure. How many tickets?<U>Just 3.<A>Anything else?<U>No.<A>Just to confirm, 3 tickets for today's showing of Not My Problem at 3:55pm at the AMC Holiday Theater in Spring Hills. Does this sound correct?	[PN]book_tickets[PAN]name.movie[PAV]Not My Problem[PAN]name.theater[PAV]AMC Holiday Theater[PAN]num.tickets[PAV]3[PAN]time.showing[PAV]3:55pm[PAN]date.showing[PAV]today[PAN]seating[PAV]any	dlg-c0172fe2-0292-406b-ab8c-36444240d7c7
<PR>find_movies<PRAN>name.movie<PRAV>No Time To Die<PRAV>Mulan<PRAV>Emma<C><U>Hi, I'm thinking of going to see a movie, can you help?<A>Sure. What movie would you like to see?<U>Can you tell me what's showing at Boulevard 14 Cinema in Petaluma, California?<PN>find_movies<PAN>name.theater<PAV>Boulevard 14 Cinema<PAN>location<PAV>Petaluma, California	[A]OK. Boulevard 14 Cinema in Petaluma, California is showing three movies: No Time To Die, Mulan, and Emma.	dlg-6ded7db3-a708-41fb-a651-91e3dd60e4f4
<PR>find_showtimes<PRAN>time.showing<PRAV>3:00pm<PRAV>5:45<PRAV>9:00pm<C><U>Hello!<A>Hello there! Welcome to the Spring Hills Kansas Main Theater!How's your day?<U>Not bad. It was good. How was yours?<A>Rackety, like shacka-lacka ding dong!<U>Okay, we're a bit awkward today, I see!<A>So, what would you like to watch from our choices?<U>I would say something that'll..... hmmm... I don't know... RAVE IT UP A BIT?<A>I don't know about that. Don't have any movies about raves. But, I would say Family Jewels and Shuttered just might be your choice!<U>Hmmmm... let's see how my friends react about these two. *Mumbles and chatter for a while*<A>Okay, your call.<U>Alright, they might want to see it. But they'll need some info and the times when they'll start showing them.<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Romantic Comedy<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>R<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 69%<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>A famous diamond dealer leaves his European life in Antwerp to pursue a less than genuine romance with an American con artist-<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Melissa McCarthy<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Ryan Reynolds.Family<PN>find_theaters<PAN>name.movie<PAV>Family Jewels<PAN>location<PAV>Spring Hills Kansas<PR>find_theaters<PRAN>name.theater<PRAV>AMC Holiday Theater<PN>find_showtimes<PAN>name.movie<PAV>Shuttered<PAN>name.theater<PAV>AMC Holiday Theater<PAN>date.showing<PAV>today<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>2:00pm<PRAV>5:00pm<PRAV>8:10pm<A>Okay, Family Jewels - Romantic Comedy - rated R - Rotten Tomatoes 69% - A famous diamond dealer leaves his European life in Antwerp to pursue a less than genuine romance with an American con artist- Stars Melissa McCarthy and Ryan Reynolds.Family Jewels showtimes: AMC Holiday Theater - 2:00pm - 5:00pm - 8:10pm<U>Sounds fascinating seeing these two together, but I might not want to see that one.<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Horror<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>R<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 61%<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Sarah Decker moves upstate from her New York City lifestyle to work on her distant cousin’s haunted marijuana farm.Shuttered<PN>find_theaters<PAN>name.movie<PAV>Shuttered<PAN>location<PAV>nearby<PR>find_theaters<PRAN>name.theater<PRAV>AMC Holiday Theater<PN>find_showtimes<PAN>name.movie<PAV>Shuttered<PAN>name.theater<PAV>AMC Holiday Theater<PAN>date.showing<PAV>today<PAN>time.preference<PAV>any	[A]Movie3: Shuttered - Horror - rated R - Rotten Tomatoes 61% - Sarah Decker moves upstate from her New York City lifestyle to work on her distant cousin’s haunted marijuana farm.Shuttered showtimes: AMC Holiday Theater - 3:00pm - 5:45 - 9:00pm	dlg-b0aed05e-0a32-4855-a9c4-3d7619ec2c42
