"<PR>get_movie_attribute<PRAN>name.person<PRAV>Ryan Reynolds<C><U>Good morning! I think I would like to see a movie tomorrow.<A>Wonderful! I can certainly help with booking that for you.<U>The problem is I am not sure what I want to see. I am in the mood for either a romantic comedy or horror film.<PN>find_movies<PAN>name.genre<PAV>romantic comedy or horror<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>'Family Jewels'<PRAV>'Shuttered'<PN>get_movie_attribute<PAN>name.movie<PAV>'Family Jewels'<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Romantic Comedy<PN>get_movie_attribute<PAN>name.movie<PAV>'Family Jewels'<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>famous diamond dealer leaves his European life in Antwerp to pursue a less than genuine romance with an American con artist""<PN>get_movie_attribute<PAN>name.movie<PAV>'Family Jewels'<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes score of 69%<PN>get_movie_attribute<PAN>name.movie<PAV>'Family Jewels'<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Melissa McCarthy<PN>get_movie_attribute<PAN>name.movie<PAV>'Family Jewels'<PAN>attribute<PAV>name.person"	"[A]There are movies showing in both those genres. 'Family Jewels' is a Romantic Comedy with a Rotten Tomatoes score of 69%. Synopsis of this movie is ""a famous diamond dealer leaves his European life in Antwerp to pursue a less than genuine romance with an American con artist"" It stars Melissa McCarthy and Ryan Reynolds."	dlg-7cf36373-91dd-4782-b548-d20522f007dd
<U>Please do. I hope we enjoy it!<C><U>My friends set me up on a blind date, and he's picking the restaurant, so I'm picking the film. Problem is I'm not sure which film to choose for the two of us.<A>Do you already have options you're considering, or would you like suggestions?<U>I've narrowed it down to two. One is Backcountry, but I'm worried it will be boring. The other is Family Jewels, but I'm worried it will be crude.<PN>resolve_movie<PAN>name.movie<PAV>Backcountry<PR>resolve_movie<PRAN>name.movie<PRAV>Backcountry<PN>resolve_movie<PAN>name.movie<PAV>Family Jewels<PR>resolve_movie<PRAN>name.movie<PRAV>Family Jewels<A>Do you already know what the movies are about?<U>Only the basics - nature documentary and rom-com. Can you give me some more details?<PN>get_movie_attribute<PAN>name.movie<PAV>Backcountry<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>award-winning film about Yosemite<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Ryan Reynolds<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Melissa McCarthy<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>about the romance between a European diamond dealer and an American con woman<A>Backcountry is an award-winning film about Yosemite. Family Jewels is a film starring Ryan Reynolds and Melissa McCarthy about the romance between a European diamond dealer and an American con woman.<U>Oh, I don't really like Melissa McCarthy. Is that movie supposed to be really good?<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Its Rotten Tomatoes rating is 69%<A>Its Rotten Tomatoes rating is 69%.<U>What's Backcountry's?<PN>get_movie_attribute<PAN>name.movie<PAV>Backcountry<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>91% rating on Rotten Tomatoes<A>Backcountry has a 91% rating on Rotten Tomatoes.<U>I think I'll have to pick Backcountry then. I doubt it'll be dull with that kind of rating.<A>Where are you located so I can find a theater near you showing it?<U>I'm in Spring Hills in Kansas.<PN>resolve_location<PAN>location<PAV>Spring Hills in Kansas<PR>resolve_location<PRAN>location<PRAV>Spring Hills in Kansas<PN>find_theaters<PAN>name.movie<PAV>Backcountry<PAN>location<PAV>Spring Hills in Kansas<PR>find_theaters<PRAN>name.theater<PRAV>Cinemark Downtown<A>The Cinemark Downtown is showing Backcountry every day for the next week. What day is your date?<U>It's tonight, actually.<PN>find_showtimes<PAN>name.movie<PAV>Backcountry<PAN>name.theater<PAV>Cinemark Downtown<PAN>date.showing<PAV>today<PAN>time.preference<PAV>tonight<PR>find_showtimes<PRAN>time.showing<PRAV>4:10pm<PRAV>7:30pm<PRAV>10:15pm<A>Tonight's showtimes for Backcountry at the Cinemark Downtown are 4:10pm, 7:30pm, and 10:15pm.<U>I think 4:10 is too early and 10:15 is too late, so the 7:30 is the best since I can have him meet me at 7:00pm.<A>Shall I book you two tickets for tonight, August 24th, at 7:30pm to see Backcountry at the Spring Hills Cinemark Downtown?	[PN]book_tickets[PAN]name.movie[PAV]Backcountry[PAN]name.theater[PAV]Cinemark Downtown[PAN]num.tickets[PAV]two[PAN]time.showing[PAV]7:30pm[PAN]date.showing[PAV]tonight, August 24th[PAN]seating[PAV]any	dlg-682a92a7-4e44-46ae-a577-f34efaaed1f1
<U>Spring Hills, Kansas.<C><U>Hi, I'd love to buy tickets for tomorrow night.<A>Ok, where are you located?	[A]Do you have a preferred theater?	dlg-6559826b-6ad8-45c2-8170-47f96ecfbb1e
<U>Actually, could you help me find another movie? It is that recent movie with Vin Diesel.<C><U>Hi. Could you help me find a theater in Fresno, CA that is showing the new movie with Keanue Reeves?<PN>resolve_movie<PAN>name.movie<PAV>The new movie with Keanu Reeves<PR>resolve_movie<PRAN>name.movie<PRAV>John Wick 3<A>Happy to help! Let me just confirm that the movie you're talking about is John Wick 3. Is that right?<U>That’s right.<PN>find_theaters<PAN>name.movie<PAV>John Wick 3<PAN>location<PAV>Fresno, CA<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>Cinemark Plaza 24<A>OK. John Wick 3 is playing at both AMC Mountain 16 and Cinemark Plaza 24 in Fresno, CA.<U>There is another movie I would like to see. I am not sure what it's called. I think it was the one movie about that one inventor?<A>Let me check.<PN>resolve_movie<PAN>name.movie<PAV>The one movie about that one inventor<PR>resolve_movie<PRAN>name.movie<PRAV>Tesla<A>I found some titles that might be what you're thinking of. The first is Long Way To Darkness. The second is Tesla. Are either of those the one you want?<U>Oh yeah! It's Tesla.<A>Great let me check theaters.<U>OK.<PN>find_theaters<PAN>name.movie<PAV>Tesla<PAN>location<PAV>Fresno, CA<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<A>I looks like Tesla is only playing at AMC Mountain 16.	[A]That recent movie with Vin Diesel . Let me see what I can find.[PN]resolve_movie[PAN]name.movie[PAV]That recent movie with Vin Diesel	dlg-1d0b6e50-75bc-43e2-ad5e-2fa067a72b45
<PR>find_showtimes<PRAN>time.showing<PRAV>8:10 pm<C><U>Hello, I'd like to get some movie tickets please.<A>Okay. I can help with that. What city and state?<U>Spring Hills, Kansas please.<A>Okay. And what movie would you like to see?<U>We were thinking we wanted to see a comedy. Is there a movie about like a con artist and jewelry?<PN>find_movies<PAN>location<PAV>Spring Hills, Kansas<PAN>name.genre<PAV>comedy<PAN>description.other<PAV>about like a con artist and jewelry<PR>find_movies<PRAN>name.movie<PRAV>Family Jewels<PRAV>Not My Problem<A>Did you mean Family Jewels?<U>Yes! That's the one. Is there another comedy out now?<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>comedy<A>Yes. There's a comedy called Not My Problem.<U>Where are they playing?<PN>find_theaters<PAN>location<PAV>Spring Hills, Kansas<PAN>name.movie<PAV>Family Jewels<PR>find_theaters<PRAN>name.theater<PRAV>AMC Holiday Theater<PN>find_theaters<PAN>location<PAV>Spring Hills, Kansas<PAN>name.movie<PAV>Not My Problem<PR>find_theaters<PRAN>name.theater<PRAV>AMC Holiday Theater<A>Both of those are playing at AMC Holiday Theater. Would you like the showtimes for both?<U>What is the rating on those first?<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated R<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes gives Not My Problem 72<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Family Jewels 69<A>Not My Problem is rated PG-13 and Family Jewels is rated R. Rotten Tomatoes gives Not My Problem 72 and Family Jewels 69.<U>Who is starring in the movies?<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Melissa McCarthy<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Ryan Reynolds<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Matt Damon<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Noah Schnapp<A>Melissa McCarthy and Ryan Reynolds are in Family Jewels. Matt Damon and Noah Schnapp star in Not My Problem. Would you like any other information?<U>What are the show times tonight for after 6 PM for both of those?<PN>find_showtimes<PAN>name.theater<PAV>AMC Holiday Theater<PAN>name.movie<PAV>Family Jewels<PAN>date.showing<PAV>tonight<PAN>time.preference<PAV>after 6 PM	[PN]find_showtimes[PAN]name.movie[PAV]Not My Problem[PAN]name.theater[PAV]AMC Holiday Theater[PAN]date.showing[PAV]tonight[PAN]time.preference[PAV]after 6 PM	dlg-3e864ca2-742f-48b9-8fc8-a33cc4b7fc48
<U>Yup<C><U>I'll like to purchase a movie ticket for a movie currently showing at the theaters tonight.<A>May I confirm the name of the theater please.<U>Cinemark Downtown at Kansas.<A>Can you tell me the name of the movie?<U>I'm considering Backcountry or is there a better option?<PN>get_movie_attribute<PAN>name.movie<PAV>Backcountry<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>documentary<PN>get_movie_attribute<PAN>name.movie<PAV>Backcountry<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>rated 91% by Rotten Tomatoes<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>81%<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>about Fishing the North Sea<A>They are both goof choices Backcountry is a documentary rated 91% by Rotten Tomatoes while Beyond The Storm is a movie about Fishing the North Sea rated 81%.<U>I'll go for back country.<PN>find_showtimes<PAN>name.movie<PAV>Backcountry<PAN>name.theater<PAV>Cinemark Downtown<PAN>date.showing<PAV>tonight<PAN>time.preference<PAV>tonight<PR>find_showtimes<PRAN>time.showing<PRAV>4:10pm<PRAV>7:30pm<PRAV>10:15pm<A>Backcountry is currently showing between 4:10pm - 7:30pm - 10:15pm.<U>I'll go for the earliest time so I can get home early.<A>MAy I confirm that to be 4:10pm?<U>Yes please.<A>How many tickets?<U>I'm coming with my wife<A>should I proceed with 2 tickets<U>That's correct.<A>I'll like to confirm that you want 2 movie tickets for backcountry showing today at 4;10pm in Cinemark Downtown.	[PN]book_tickets[PAN]name.movie[PAV]Backcountry[PAN]name.theater[PAV]Cinemark Downtown[PAN]num.tickets[PAV]2[PAN]time.showing[PAV]4:10pm[PAN]date.showing[PAV]tonight[PAN]seating[PAV]any	dlg-0cdc51aa-75a4-43b9-bf46-5d27baabb840
<U>I think I'd perfer No Time To Die instead.<C><U>I would like to go to the movies tonight.<A>Sure. What movie would you like to see?<U>Can you please tell me what's currently playing at Boulevard 14 Cinema. It's located in Petalumas, California.<PN>find_movies<PAN>name.theater<PAV>Boulevard 14 Cinema<PAN>location<PAV>Petaluma, California<PR>find_movies<PRAN>name.movie<PRAV>No Time To Die<PRAV>Mulan<PRAV>Emma<A>OK. Boulevard 14 Cinema in Petaluma, California is showing three movies: No Time To Die, Mulan, and Emma.<U>I would like more information on Mulan.<A>Sure. What specifically would you like to know?<U>Can you tell me what the story is about?<PN>get_movie_attribute<PAN>attribute<PAV>description.plot<PAN>name.movie<PAV>Mulan<PR>get_movie_attribute<PRAN>description.plot<PRAV>Accompanied by her dragon, Mushu, Mulan uses her smarts to help ward off a Hun invasion, falling in love with a dashing captain along the way<A>OK. Here’s the synopsis of Mulan: Accompanied by her dragon, Mushu, Mulan uses her smarts to help ward off a Hun invasion, falling in love with a dashing captain along the way.<U>What are ratings by the audience and critics?<PN>get_movie_attribute<PAN>attribute<PAV>review.audience<PAN>name.movie<PAV>Mulan<PR>get_movie_attribute<PRAN>review.audience<PRAV>92%<PN>get_movie_attribute<PAN>attribute<PAV>review.critic<PAN>name.movie<PAV>Mulan<PR>get_movie_attribute<PRAN>review.critic<PRAV>87% Rotten Tomatoes<A>Mulan has an 87% Rotten Tomatoes score and a 92% audience rating.	[PN]find_showtimes[PAN]name.movie[PAV]No Time To Die[PAN]name.theater[PAV]Boulevard 14 Cinema	dlg-cd7b49e3-69ca-4945-bec7-276ee7a9a6ca
<U>Which theater has a show at or close to 3:00 PM?<C><U>I would like to see the movie 1917.<A>What city are you located in?<U>Tampa, Florida<A>There are four theaters showing that movie in Tampa, Florida	[PN]find_theaters[PAN]name.movie[PAV]1917[PAN]location[PAV]Tampa, Florida	dlg-0e5f7c54-4ad5-4428-9fb5-962b1ade944d
<PR>find_theaters<PRAN>name.theater<PRAV>Angelika Film Center & Café<C><U>I want to watch a movie in a theater tonight.<A>OK, where are you?<U>I'm in Dallas, Texas.<A>OK, what movie do you want to see.<U>I was thinking about seeing The Gentlemen, who is it directed by?<PN>get_movie_attribute<PAN>name.movie<PAV>The Gentlemen<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Guy Ritchie<A>The Gentlemen is directed by Guy Ritchie.<U>OK, I want to see The Gentlemen then.<A>OK, great. What time would you like to see the movie?<U>Around 4:45 PM.<A>OK, how many people are going?<U>Two people are going.<A>What type of screening would you like to see?<U>A regular screening.<PN>find_theaters<PAN>location<PAV>Dallas, Texas<PAN>name.movie<PAV>The Gentlemen<PAN>type.screening<PAV>regular	[A]OK great. There is a 4:45 PM showing at the Angelika Film Center & Café - Dallas. Should I book the tickets?	dlg-0a124d2f-1ff4-4b93-ac1d-eb388c893059
<PR>get_movie_attribute<PRAN>description.plot<PRAV>Sarah Decker moves upstate from her New York City lifestyle to work on her distant cousin’s haunted marijuana farm<C><U>I would like to purchase movie tickets in Spring Hills Kansas<A>Would you like to hear the movies playing in your area including the genre and the Parental Advisory ratings?<U>Yes please<PN>find_movies<PAN>location<PAV>Spring Hills Kansas<PR>find_movies<PRAN>name.movie<PRAV>Not My Problem<PRAV>Family Jewels<PRAV>Shuttered<PRAV>Beyond The Storm<PRAV>Not My Problem:<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Comedy<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Romantic Comedy<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated R<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Horror<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated R<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Action<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>Backcountry<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Documentary<PN>get_movie_attribute<PAN>name.movie<PAV>Backcountry<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated G<A>Movie1, Not My Problem is a Comedy and rated PG-13. Movie2, Family Jewels is a Romantic Comedy and rated R. Movie3, Shuttered is a Horror and rated R. Movie4, Beyond The Storm is an Action and rated PG-13. Movie5, Backcountry is a Documentary and rated G. Would you like tickets to one of these.<U>Which movies are playing at the AMC Holiday Theater today?<PN>find_theaters<PAN>location<PAV>Spring Hills Kansas<PAN>name.movie<PAV>Not My Problem<PR>find_theaters<PRAN>name.theater<PRAV>AMC Holiday Theater<PN>find_theaters<PAN>location<PAV>Spring Hills Kansas<PAN>name.movie<PAV>Family Jewels<PR>find_theaters<PRAN>name.theater<PRAV>AMC Holiday Theater<PN>find_theaters<PAN>location<PAV>Spring Hills Kansas<PAN>name.movie<PAV>Shuttered<PR>find_theaters<PRAN>name.theater<PRAV>AMC Holiday Theater<A>Movies playing at the AMC Holiday Theater are Not My Problem, Family Jewels, and Shuttered.<U>I'd like to hear what Not My Problem is about.<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>A troubled teen tries to convince his depressed elderly neighbor that things are not what they seem<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Matt Damon<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Noah Schnapp<A>Not My Problem: A troubled teen tries to convince his depressed elderly neighbor that things are not what they seem. It stars Matt Damon and Noah Schnapp.<U>Tell me about Family Jewels.<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>A famous diamond dealer leaves his European life in Antwerp to pursue a less than genuine romance with an American con artist<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Melissa McCarthy<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Ryan Reynolds<A>Family Jewels: A famous diamond dealer leaves his European life in Antwerp to pursue a less than genuine romance with an American con artist. It stars Melissa McCarthy and Ryan Reynolds.<U>What was Shuttered about?<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>description.plot	[A]Shuttered: Sarah Decker moves upstate from her New York City lifestyle to work on her distant cousin’s haunted marijuana farm.	dlg-ef2022d7-8ab2-44c5-9484-31fdf149d5f5
<U>I'm not interested in Frozen 2, but I heard A Beautiful Day in the Neighborhood is good, are the shows sold out<C><U>Hi, I'm trying to see a movie at the Arden 14 theater tonight, what is popular that is playing there?<A>The most popular movies playing at Arden 14 right now are 21 Bridges, Frozen 2, and A Beautiful Day in the Neighborhood	[PN]check_tickets[PAN]name.movie[PAV]A Beautiful Day in the Neighborhood[PAN]name.theater[PAV]Arden 14 theater[PAN]time.preference[PAV]tonight[PAN]date.showing[PAV]tonight	dlg-3b8e750a-d2e3-4915-9cd8-f0ae04013d31
<U>california<C><U>movie tickets for tonight<A>OK. Can you tell me the city and state where the theater is located?	[PN]find_theaters[PAN]location[PAV]Santa Barbara, California	dlg-a08873d6-c765-473a-b5f9-4321f66a081f
<U>Cool.<C><U>I’d like movie tickets for movie_1_alt_1.<PN>resolve_movie<PAN>name.movie<PAV>{}<PR>resolve_movie<PRAN>name.movie<PRAV>No Time To Die<A>Happy to help! Let me just confirm that the movie name is No Time To Die. Is that right?<U>That’s right.<A>OK. Would you mind giving me the city and state where you’d like to see your movie?<U>SB<PN>resolve_location<PAN>location<PAV>SB<PR>resolve_location<PRAN>location<PRAV>Santa Barbara, California<A>OK. Santa Barbara, California. One moment.<U>Sure.<PN>find_theaters<PAN>location<PAV>Santa Barbara, California<PAN>name.movie<PAV>No Time To Die<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>Cinemark Plaza 24<A>OK. No Time To Die is currently playing at AMC Mountain 16 and Cinemark Plaza 24 in Santa Barbara, California. Do you have a preference?<U>what times for AMC Mountain 16<PN>resolve_theater<PAN>name.theater<PAV>{}<PAN>location<PAV>Santa Barbara, California<PR>resolve_theater<PRAN>name.theater<PRAV>AMC Mountain 16<A>OK. Let me check showtimes at AMC Mountain 16.	[PN]find_showtimes[PAN]name.theater[PAV]AMC Mountain 16[PAN]name.movie[PAV]No Time To Die	dlg-1632e0e9-4baa-4c21-9914-c1f3b04748ea
