<PR>get_movie_attribute<PRAN>name.person<PRAV>James Cameron<C><U>hey there, I need some movie tickets.<A>I can help with that, what movie?<U>Whatever is new, something exciting like action or scary, anything like that showing?<A>I can check it out! What is your location?<U>I am in the Spring Hills Kansas area.<PN>find_movies<PAN>description.other<PAV>new, something exciting<PAN>location<PAV>Spring Hills Kansas<PR>find_movies<PRAN>name.movie<PRAV>Shuttered<PRAV>Beyond The Storm<A>Ok, I found Shuttered and Beyond The Storm.<U>ok, can I get some details?<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Horror<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated R<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 61%<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Sarah Decker moves upstate from her New York City lifestyle to work on her distant cousin’s haunted marijuana farm<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>action<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 81%<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>name.person	[A]Sure, Shuttered - Horror - rated R - Rotten Tomatoes 61% - Sarah Decker moves upstate from her New York City lifestyle to work on her distant cousin’s haunted marijuana farm. An then Beyond The Storm - Action - rated PG-13 - Rotten Tomatoes 81% - Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board - directed by James Cameron.	dlg-dab573e7-61dd-4a5b-ab66-286f1aa14fa3
<U>Yes.<C><U>I'd like to see a movie tonight.<A>Tonight? Okay. Which movie would you like?<U>What's showing right now?<PN>find_movies<PAN>location<PAV>Spring Hills:Not<PR>find_movies<PRAN>name.movie<PRAV>Hills:Not My Problem<PRAV>PG-13.Family Jewels<PRAV>R.Shuttered<PRAV>R.Beyond the Storm<PRAV>PG-13.Backcountry<PN>get_movie_attribute<PAN>name.movie<PAV>Hills:Not My Problem<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Comedy<PN>get_movie_attribute<PAN>name.movie<PAV>Hills:Not My Problem<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated PG-13.Family<PN>get_movie_attribute<PAN>name.movie<PAV>PG-13.Family Jewels<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Romantic comedy<PN>get_movie_attribute<PAN>name.movie<PAV>PG-13.Family Jewels<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated R.Beyond<PN>get_movie_attribute<PAN>name.movie<PAV>R.Shuttered<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Horror<PN>get_movie_attribute<PAN>name.movie<PAV>R.Shuttered<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated R.Beyond<PN>get_movie_attribute<PAN>name.movie<PAV>R.Beyond the Storm<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Action<PN>get_movie_attribute<PAN>name.movie<PAV>R.Beyond the Storm<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated PG-13.Family<PN>get_movie_attribute<PAN>name.movie<PAV>PG-13.Backcountry<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Documentary<PN>get_movie_attribute<PAN>name.movie<PAV>PG-13.Backcountry<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated G.Do<A>Here's some movies showing theaters in Spring Hills:Not My Problem. Comedy, rated PG-13.Family Jewels. Romantic comedy, rated R.Shuttered. Horror, rated R.Beyond the Storm. Action, rated PG-13.Backcountry. Documentary, rated G.Do any of those sound interesting?<U>Tell me more about Not My Problem.<PN>get_movie_attribute<PAN>name.movie<PAV>Hills:Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Matt Damon<PN>get_movie_attribute<PAN>name.movie<PAV>Hills:Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Noah Schnapp<PN>get_movie_attribute<PAN>name.movie<PAV>Hills:Not My Problem<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>A troubled teen tries to convince his depressed elderly neighbor that things are not what they seem.Would<A>Not My Problem is a PG-13 comedy starring Matt Damon and Noah Schnapp. A troubled teen tries to convince his depressed elderly neighbor that things are not what they seem.Would you like to see Not My Problem?<U>Uhh, what about Beyond The Storm?<PN>get_movie_attribute<PAN>name.movie<PAV>R.Beyond the Storm<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>James Cameron<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board.Would<A>Beyond The Storm is a PG-13 action movie directed by James Cameron. Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board.Would you like to see Beyond The Storm?<U>How are the ratings?<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>rated 81% on Rotten Tomatoes<A>Beyond The Storm is rated 81% on Rotten Tomatoes.<U>When is it showing?<PN>find_theaters<PAN>name.movie<PAV>Beyond The Storm<PAN>location<PAV>nearby<PR>find_theaters<PRAN>name.theater<PRAV>Cinemark Downtown<PN>find_showtimes<PAN>name.movie<PAV>Beyond The Storm<PAN>name.theater<PAV>Cinemark Downtown<PAN>date.showing<PAV>tonight<PAN>time.preference<PAV>tonight<PR>find_showtimes<PRAN>time.showing<PRAV>1:30 pm<PRAV>3:40 pm<PRAV>6:10 pm<PRAV>8:30pm<A>Beyond The Storm is showing at Cinemark Downtown at the following times: 1:30 pm. 3:40 pm. 6:10 pm. 8:30pm. Do any of those work for you?<U>Uh, the Cinemark is too far away. What about Not My Problem?<PN>find_theaters<PAN>name.movie<PAV>Not My Problem<PAN>location<PAV>nearby<PR>find_theaters<PRAN>name.theater<PRAV>AMC Holiday Theater<PN>find_showtimes<PAN>name.movie<PAV>Not My Problem<PAN>name.theater<PAV>AMC Holiday Theater<PAN>date.showing<PAV>tonight<PAN>time.preference<PAV>tonight<PR>find_showtimes<PRAN>time.showing<PRAV>1:00 pm<PRAV>3:55 pm<PRAV>7:00 pm<PRAV>10:05 pm<A>Not My Problem is playing at AMC Holiday Theater at the following times: 1:00 pm. 3:55 pm. 7:00 pm. 10:05 pm. Do any of those work for you?<U>Yeah, I'll go with the 7 pm.<A>Okay. How many tickets will you be booking?<U>2 adults.<A>Okay. Just to confirm, you'd like to book two adult tickets for Not My Problem at the AMC Holiday Theater, tonight at 7:00 pm?	[PN]book_tickets[PAN]name.movie[PAV]Not My Problem[PAN]name.theater[PAV]AMC Holiday Theater[PAN]num.tickets[PAV]2 adults[PAN]time.showing[PAV]7:00pm[PAN]date.showing[PAV]tonight[PAN]seating[PAV]any	dlg-3ed030c2-98d1-442b-a64e-2d76187a7ccc
<U>7:00 PM<C><U>Hey<A>Hi, can I help you.<U>I was thinking of going to a movie.<A>Was there a movie in particular you would be interested in seeing?<U>What's playing in Columbus.<PN>find_movies<PAN>location<PAV>Columbus<PR>find_movies<PRAN>name.movie<PRAV>1917<PRAV>Little Women<PRAV>Gretel and Hansel<A>Some of the titles currently playing in Columbus include, 1917, Little Women, and Gretel and Hansel.<U>Gretel and Hansel seems interesting.<A>I can book you tickets for it on its opening day, January 30.<U>Ok, sounds good.<PN>find_showtimes<PAN>name.movie<PAV>Gretel and Hansel<PAN>date.showing<PAV>January 30<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>7:00 PM<PRAV>9:30 PM<A>Would you prefer the 7:00 PM or 9:30 PM showing?	[A]Great. Would you like to see a standard or IMAX screening?	dlg-0994d490-a7ca-48dd-87a1-cb59e414d8ea
<U>yes<C><U>I'd like to see a movie<A>OK. And where will you be seeing the movie?<U>theater near me<A>OK. Can you give me the city and state?<U>Creek's End, Oregon<A>Creek’s End, Oregon. Got it. Is there a particular movie you have in mind?<U>The James Bond movie<A>Ok. I think you are talking about No Time To Die. Does that sound right?<U>Yes, I want to watch No Time to Die<PN>find_theaters<PAN>name.movie<PAV>No Time To Die<PAN>location<PAV>Creek’s End, Oregon<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>AMC Mercado 24<A>I think action movies are always a great choice. In Creek’s End, Oregon, I see that No Time To Die is showing in two theaters: AMC Mountain 16 and AMC Mercado 24.<U>Second option please<PN>find_showtimes<PAN>name.movie<PAV>No Time To Die<PAN>date.showing<PAV>tonight<PAN>name.theater<PAV>AMC Mercado 24<PR>find_showtimes<PRAN>time.showing<PRAV>5:00pm<PRAV>7:10pm<PRAV>9:45pm<A>OK, AMC Mercado 24 it is.<U>what times is the movie showing?<A>It looks like tonight’s remaining showtimes for No Time To Die at AMC Mercado 24 are 5:00pm, 7:10pm, and 9:45pm. Which is best for you?<U>I would like the earliest option<A>OK, so you'd like 5:00pm. And how many tickets?<U>I would like tickets for myself and two friends<A>All right. Let me confirm that you’d like three tickets for No Time To Die at AMC Mercado 24 tonight at 5:00pm. Is that all correct?	[A]Is it OK to go ahead and purchase these tickets?	dlg-b60bbad9-6b60-4df4-94ba-c4c3dbc9ed2d
<PR>find_showtimes<PRAN>time.showing<PRAV>9:20 PM<C><U>Hello can you do me a favor ?<A>Sure what do you need?<U>I need some information about movies for tonight.<A>Okay what do you need?<U>I need to know if Star Wars is playing tonight after 8:30 PM in a theater located in Lake Worth, TX preferable if it is in IMAX or 3D.<A>Okay I will check for you.<U>Thanks for being helpful.<A>How many people will be attending?<U>Two people so I would need two tickets.<A>Okay no problem.<U>Hopefully I can get some tickets at a decent price.<PN>find_theaters<PAN>name.movie<PAV>Star Wars<PAN>location<PAV>Lake Worth, TX<PAN>type.screening<PAV>IMAX or 3D<PR>find_theaters<PRAN>name.theater<PRAV>Lake Worth AMC 14<PN>find_showtimes<PAN>name.movie<PAV>Star Wars<PAN>name.theater<PAV>Lake Worth AMC 14<PAN>date.showing<PAV>tonight<PAN>time.preference<PAV>after 8:30 PM<PAN>type.screening<PAV>IMAX or 3D	[A]Okay I have a showing at 9:20 PM at Lake Worth AMC 14 for Star Wars in IMAX or 3D your choice and two tickets will be 17.00.	dlg-7fd49806-23e1-47a5-a8d9-ec4d6418f88a
<U>Is this any caring movie is released?	[PN]resolve_movie[PAN]name.movie[PAV]who cares more	dlg-ccdacf32-6454-45aa-b87e-56031d500a09
<U>I would like to see a movie tonight.	[A]OK. And in what city?	dlg-4e04b0c6-8d18-4397-a4fc-6fe508f85994
<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>AMC Mercado 24<C><U>I think of going for a movie tonight.<A>OK. And where will you be seeing the movie?<U>i think of place next to you<A>OK. Can you give me the city and state?<U>Creek's End,Oregon<A>Creek’s End, Oregon. Got it. Is there a particular movie you have in mind?<U>ya.James Bond's Be vague<A>Ok. I think you are talking about No Time To Die. Does that sound right?<U>Ya ! No Time To Die<PN>find_theaters<PAN>name.movie<PAV>No Time To Die<PAN>location<PAV>Creek’s End, Oregon	[A]I think action movies are always a great choice. In Creek’s End, Oregon, I see that No Time To Die is showing in two theaters: AMC Mountain 16 and AMC Mercado 24.	dlg-3c001a0a-8f3e-4ebb-915e-3a2ca0c1ad7d
<PR>book_tickets<PRAN>status<PRAV>success<C><U>I was thinking of seeing Beyond the Storm but I'm also a big documentary buff. What is the MPAA rating for Beyond the Storm?<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond the Storm<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>PG-13<A>Beyond the Storm is rated PG-13.<U>I'm looking for three tickets for my wife and our kid and me. What kind of film is Beyond the Storm?<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond the Storm<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>action<A>Beyond the Storm is an action film.<U>OK. What is the Rotten Tomatoes score for Beyond the Storm?<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond the Storm<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>81% score on Rotten Tomatoes<A>Beyond the Storm has an 81% score on Rotten Tomatoes.<U>How about Backcountry?<PN>get_movie_attribute<PAN>name.movie<PAV>Backcountry<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>91% score on Rotten Tomatoes<A>Backcountry has a 91% score on Rotten Tomatoes.<U>I think I want us to see Beyond the Storm.<A>OK, where are you located?<U>We're in Spring Hills, Kansas.<A>What date would you like to see the film?<U>We'd like to see the film on August 17, 2020.<PN>find_theaters<PAN>name.movie<PAV>Beyond the Storm<PAN>location<PAV>Spring Hills, Kansas<PR>find_theaters<PRAN>name.theater<PRAV>Cinemark Downtown<PN>find_showtimes<PAN>name.movie<PAV>Beyond the Storm<PAN>name.theater<PAV>Cinemark Downtown<PAN>date.showing<PAV>August 17, 2020<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>1:30 PM<PRAV>3:40 PM<PRAV>6:10 PM<PRAV>8:30 PM<A>Beyond the Storm is playing on August 17, 2020 at Cinemark Downtown at 1:30 PM, 3:40 PM, 6:10 PM, and 8:30 PM. What time would you like to see it at?<U>We'd like to see it at 6:10 PM please.<A>OK, so three tickets to see Beyond the Storm on August 17, 2020 at Cinemark Downtown at 6:10 PM, is that what you want?<U>That is right to me.<A>Can I confirm the tickets?<U>Yes, please confirm the tickets.<PN>book_tickets<PAN>name.movie<PAV>Beyond the Storm<PAN>name.theater<PAV>Cinemark Downtown<PAN>num.tickets<PAV>three<PAN>time.showing<PAV>6:10 PM<PAN>date.showing<PAV>August 17, 2020<PAN>seating<PAV>any	[A]Your tickets are confirmed and they’ve been sent to your email address.	dlg-99a162b7-d931-47a1-af6c-8e1ffeb9084e
<U>ok sir thank you<C><U>hello sir<A>hello sir<U>i like to book the tickets sir<A>ok for which movies sir<U>for family jewels movie sir<PN>resolve_movie<PAN>name.movie<PAV>family jewels<PR>resolve_movie<PRAN>name.movie<PRAV>family jewels<A>ok sir how many tickets sir you like to book<U>i need four tickets<PN>find_theaters<PAN>name.movie<PAV>family jewels<PAN>location<PAV>nearby<PR>find_theaters<PRAN>name.theater<PRAV>AMC holiday theater<A>ok sir your theater names AMC holiday theater<U>ok sir timing of the movie sir<A>2:00pm-5:00pm-8:10pm<U>ok sir<A>which time do you prefer sir<U>2:00pm-5:00pm<A>ok sure sir<U>ok sir<PN>book_tickets<PAN>name.movie<PAV>family jewels<PAN>name.theater<PAV>AMC holiday theater<PAN>num.tickets<PAV>four<PAN>time.showing<PAV>2:00pm-5:00pm<PAN>date.showing<PAV>today<PAN>seating<PAV>any<PR>book_tickets<PRAN>status<PRAV>success<A>your tickets has booked sir for check or to onfirmms please give your email sir<U>sure sir this is my email sir<A>ok sir i send it your email please check it sir and enjoy the movie sir	[A]your welcome sir	dlg-627cb6bc-d0e1-4127-a3a4-05cd8bf346eb
<U>I actually want a digital showing, do they have digital?<C><U>There's a movie I'm interested in, can you help me search for it?<A>I can help with that, what movie is it?<U>It's the movie Dolittle.<A>And is there a specific theater you're interested in?<U>No, but I'm in the Los Angeles area.<PN>find_theaters<PAN>location<PAV>Los Angeles<PAN>name.movie<PAV>Dolittle<PR>find_theaters<PRAN>name.theater<PRAV>The Regency<A>The Regency is playing Dolittle in Los Angeles, are you interested in this theater?<U>What time is it for?<PN>find_showtimes<PAN>name.movie<PAV>Dolittle<PAN>name.theater<PAV>The Regency<PAN>date.showing<PAV>today<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>4:50 PM<A>It's for 4:50 PM.<U>That can work, I want something around 5:00 PM.<A>It's for a standard showing.	[A]No, I'm sorry, they do not. Would you like me to search for another theater?	dlg-cc759a38-b4a8-42ec-9ce4-8e98a45ea432
<U>Okay, does the Edwards Cinema have a showing of the movie, Little Women, today at 11:00 AM?<C><U>I want to see the movie, Little Women, today at 11:00 AM. What are the closest movie theaters to my location?<PN>find_theaters<PAN>name.movie<PAV>Little Women<PAN>location<PAV>closest movie theaters to my location<PR>find_theaters<PRAN>name.theater<PRAV>The Edwards Cinema<PRAV>the Maya Cinemas<A>The Edwards Cinema and the Maya Cinemas are both within 5 miles of your current location.<U>Okay, what showings does the Maya Cinemas have at 11:00 AM today?<PN>find_showtimes<PAN>name.movie<PAV>Little Women<PAN>name.theater<PAV>the Maya Cinemas<PAN>date.showing<PAV>today<PAN>time.preference<PAV>11:00 AM<PR>find_showtimes<PRAN>time.showing<PRAV>12:00 PM<A>The Maya Cinemas does not have any showings at 11:00 AM today.<U>What are the closest showings the Maya Cinemas has of the movie, Little Women, to 11:00 AM?<A>The closest showing times the Maya Cinemas has of Little Women is at 12:00 PM today.	[PN]find_showtimes[PAN]name.movie[PAV]Little Women[PAN]name.theater[PAV]The Edwards Cinema[PAN]date.showing[PAV]today[PAN]time.preference[PAV]11:00 AM	dlg-a71f00ae-5527-48ef-8ece-249e3a728198
<U>I would like to see a movie tonight.	[A]Did you already have a movie or do you need help selecting a movie?	dlg-808841da-73fb-4e7b-9d12-f1200296e568
<U>Hopefully I can get some tickets at a decent price.<C><U>Hello can you do me a favor ?<A>Sure what do you need?<U>I need some information about movies for tonight.<A>Okay what do you need?<U>I need to know if Star Wars is playing tonight after 8:30 PM in a theater located in Lake Worth, TX preferable if it is in IMAX or 3D.<A>Okay I will check for you.<U>Thanks for being helpful.<A>How many people will be attending?<U>Two people so I would need two tickets.<A>Okay three tickets !	[PN]find_theaters[PAN]name.movie[PAV]Star Wars[PAN]location[PAV]Lake Worth, TX[PAN]type.screening[PAV]IMAX or 3D	dlg-954ab443-5ff3-4163-91dc-59790a513b73
<U>That’s right.<C><U>Can you help me find theaters for a few movies? I'd like to know what theaters are showing that comic book movie with Harley Quinn in Philadelphia PA?<PN>resolve_movie<PAN>name.movie<PAV>That comic book movie with Harley Quinn<PR>resolve_movie<PRAN>name.movie<PRAV>Birds of Prey<A>Happy to help! Let me just confirm that the movie you're talking about is Birds of Prey. Is that right?	[PN]find_theaters[PAN]name.movie[PAV]Birds of Prey[PAN]location[PAV]Philadelphia PA	dlg-2bc4649a-b75c-4c6e-94ed-ab6af6f4dd0d
<PR>find_showtimes<PRAN>time.showing<PRAV>4:00pm<PRAV>7:30pm<PRAV>10:55pm<C><U>Hi I'm hoping to get tickets to go see a movie tonight<A>Sure. What movie would you like to see?<U>I think Boulevard 14 in Petaluma, California is closest to me - what's playing there?<PN>resolve_theater<PAN>name.theater<PAV>Boulevard 14 Cinema<PAN>location<PAV>Petaluma, California<PR>resolve_theater<PRAN>name.theater<PRAV>Boulevard 14 Cinema<PN>find_movies<PAN>name.theater<PAV>Boulevard 14 Cinema<PAN>location<PAV>Petaluma, California<PR>find_movies<PRAN>name.movie<PRAV>No Time To Die<PRAV>Mulan<PRAV>Emma<A>OK. Boulevard 14 Cinema in Petaluma, California is showing three movies: No Time To Die, Mulan, and Emma.<U>Could you tell me more about Mulan?<A>Sure. What specifically would you like to know?<U>What's the movie about?<PN>get_movie_attribute<PAN>attribute<PAV>description.plot<PAN>name.movie<PAV>Mulan<PR>get_movie_attribute<PRAN>description.plot<PRAV>Accompanied by her dragon, Mushu, Mulan uses her smarts to help ward off a Hun invasion, falling in love with a dashing captain along the way<A>OK. Here’s the synopsis of Mulan: Accompanied by her dragon, Mushu, Mulan uses her smarts to help ward off a Hun invasion, falling in love with a dashing captain along the way.<U>Do people like it? And what do the critics think?<PN>get_movie_attribute<PAN>attribute<PAV>review.audience<PAN>name.movie<PAV>Mulan<PR>get_movie_attribute<PRAN>review.audience<PRAV>92%<PN>get_movie_attribute<PAN>attribute<PAV>review.critic<PAN>name.movie<PAV>Mulan<PR>get_movie_attribute<PRAN>review.critic<PRAV>87% Rotten Tomatoes<A>Mulan has an 87% Rotten Tomatoes score and a 92% audience rating.<U>I think I'll like No Time To Die better - I like the action movies - so I'll choose that one.<PN>find_showtimes<PAN>name.movie<PAV>No Time To Die<PAN>date.showing<PAV>tonight<PAN>name.theater<PAV>Boulevard 14 Cinema	[A]OK. No Time To Die is playing 4:00pm, 7:30pm, and 10:55pm. Which time would you like?	dlg-49adaf30-47c3-4827-bb24-072a3d209eaa
<U>That sucks but it is ok. I will not book any tickets. Thank you.<C><U>Hello, I would like to buy movie tickets.<A>Hello, how can I assist you today?<U>I want to buy movie tickets for my friends and me.<A>Sure, what is the city location and name of the movie theater?<U>The city is Newport Beach, CA.<A>And the movie theater located in Newport Beach, CA?<U>The movie theater is Regal 10.<A>Thank you for the information. What movie do you want to watch?<U>The movie is Bad Boys For Life.<A>Please allow me to check it for you. How many tickets?<U>Please make 3, thank you.<A>You are welcome, please give me a minute.<U>Thank you!<PN>check_tickets<PAN>name.movie<PAV>Bad Boys For Life<PAN>name.theater<PAV>Regal 10<PAN>num.tickets<PAV>3<PAN>date.showing<PAV>today<PAN>seating<PAV>any<PR>check_tickets<PRAN>status<PRAV>unavailable<A>I've checked and there are no movie tickets available today.<U>How about the movie Frozen 2? At 7:25 PM.<A>I will check that for you as well.<U>Thank you!<PN>check_tickets<PAN>name.movie<PAV>Frozen 2<PAN>name.theater<PAV>Regal 10<PAN>num.tickets<PAV>3<PAN>time.preference<PAV>7:25 PM<PAN>date.showing<PAV>today<PAN>seating<PAV>any<PR>check_tickets<PRAN>status<PRAV>unavailable<A>I am so sorry, there is no more ticket	[A]You are welcome. Have a wonderful day.	dlg-b3e82b92-76ac-4f88-9d9d-67d629043312
<U>It would be more convenient for me to go to AMC Mercado 24.<C><U>I need to buy some movie tickets.<A>OK. And where will you be seeing the movie?<U>The theater has to be in Creek's End, Oregon.<A>Creek’s End, Oregon. Got it. Is there a particular movie you have in mind?<U>My kids want to see Mulan.<PN>find_theaters<PAN>name.movie<PAV>Mulan<PAN>location<PAV>Creek’s End, Oregon<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>AMC Mercado 24<A>Sure. Disney seems like a great choice. In Creek’s End, Oregon, I see that Mulan is showing in two theaters: AMC Mountain 16 and AMC Mercado 24.	[PN]find_showtimes[PAN]name.movie[PAV]Mulan[PAN]name.theater[PAV]AMC Mercado 24	dlg-f6e8abd2-f449-4014-8d20-e0cf4e571ce5
<U>Oh good. And at Hollywood 30?<C><U>Hi there.<A>Hi, how may I help you?<U>I need 5 movie tickets.<A>Sure for which movie?<U>Star Wars.<A>Awesome choice! Have a time in mind?<U>Yes 4:30 sharp.<A>Ok, which theatre.<U>Hollywood 30.<A>Ok that will be 9$ a person.<U>That is ok with me.<A>Ok, I will book it.<U>What time is it again?<A>4:30 sharp.	[A]No sorry. I did it for Regal. Sorry for the misunderstanding	dlg-ca3c57e7-606f-4382-9006-80a0a318fb0d
